ID,Expression,SUCCESS,TIME,Expression_Details
sogn_d_50_94_100,0,0,1.510676861,"mul,sub,x2,x2,div,x1,sub,div,x1,sub,div,x2,x1,x2,x1"
sogn_d_50_95_100,0,0,1.393673658,"add,sub,div,mul,mul,mul,mul,x1,sub,mul,div,x1,x1,x2,x2,x1,x1,x2,x1,x1,x1"
sogn_d_50_96_100,x2**2/(x1*(x2*(-x1*x2+2*x1)+x2)),0,1.426937819,"div,div,x2,x1,div,add,mul,x2,sub,x1,sub,mul,x2,x1,x1,x2,x2"
sogn_d_50_97_100,-(-x1*(x1+x2)+x1)/x2**2,0,1.382686138,"div,div,sub,x1,mul,add,x2,x1,x1,sub,x2,add,x2,x2,x2"
sogn_d_50_98_100,x1/(2*x1+x1*(-x1+x1/x2)/x2**2),0,1.394492149,"div,x1,add,add,div,div,mul,x1,sub,add,div,x1,x2,sub,x1,x1,x1,x2,x2,x1,x1"
sogn_d_50_99_100,x2*(x2-1)/(x1*(-x2+x2/x1)),0,1.55684185,"mul,div,div,x2,x1,sub,div,x2,x1,x2,sub,x2,div,x2,x2"
sogn_d_50_100_100,1/(x2*(x2+(-x1-x2)/x2)),0,1.44072485,"div,x2,mul,x2,mul,x2,add,div,sub,sub,sub,x1,x2,x1,x1,x2,x2"
sogn_d_51_1_100,0,0,32.36654401,0
sogn_d_51_2_100,0,0,29.44750881,0
sogn_d_51_3_100,0,0,29.11467624,0
sogn_d_51_4_100,0,0,28.86026096,0
sogn_d_51_5_100,0,0,29.19948316,0
sogn_d_51_6_100,0,0,28.84243321,0
sogn_d_51_7_100,0,0,28.95849895,0
sogn_d_51_8_100,0,0,28.80075908,0
sogn_d_51_9_100,0,0,28.5392077,0
sogn_d_51_10_100,0,0,29.10290217,0
sogn_d_51_11_100,0,0,29.01377487,0
sogn_d_51_12_100,0,0,28.70087337,0
sogn_d_51_13_100,0,0,28.85315967,0
sogn_d_51_14_100,0,0,28.62486601,0
sogn_d_51_15_100,0,0,28.76186061,0
sogn_d_51_16_100,0,0,29.25011277,0
sogn_d_51_17_100,0,0,29.16998744,0
sogn_d_51_18_100,0,0,28.34494281,0
sogn_d_51_19_100,0,0,28.43750525,0
sogn_d_51_20_100,0,0,30.60597992,0
sogn_d_51_21_100,0,0,30.57494378,0
sogn_d_51_22_100,0,0,30.93450403,0
sogn_d_51_23_100,0,0,30.97820473,0
sogn_d_51_24_100,0,0,31.380759,0
sogn_d_51_25_100,0,0,30.73519945,0
sogn_d_51_26_100,0,0,29.36852264,0
sogn_d_51_27_100,0,0,30.26478648,0
sogn_d_51_28_100,0,0,29.57516146,0
sogn_d_51_29_100,0,0,29.97425604,0
sogn_d_51_30_100,0,0,29.75312591,0
sogn_d_51_31_100,0,0,30.24865842,0
sogn_d_51_32_100,0,0,30.32515574,0
sogn_d_51_33_100,0,0,30.76579547,0
sogn_d_51_34_100,0,0,29.98539376,0
sogn_d_51_35_100,0,0,29.60760498,0
sogn_d_51_36_100,0,0,29.66658831,0
sogn_d_51_37_100,x1/(x2+1/(x2*(x1+1))),0,1.276371717,"div,x1,add,x2,div,div,div,x1,x2,sub,add,x1,add,div,x1,x1,x2,x2,x1"
sogn_d_51_38_100,x1/(-x1/x2+x2),0,1.430709839,"div,x1,add,x2,div,x1,sub,x2,add,x2,x2"
sogn_d_51_39_100,x1/x2,1,1.370645046,"add,x1,sub,div,x1,x2,x1"
sogn_d_51_40_100,x1/x2,1,1.526680708,"div,x1,add,sub,add,sub,x1,sub,x1,sub,x2,x2,x2,x2,x2"
sogn_d_51_41_100,(x1+(x2+1)/x2)/x2,0,1.397139311,"div,add,div,add,mul,x1,add,sub,x1,x1,div,x2,mul,x2,x1,x2,x2,x1,x2"
